Brand,Store Number,Store Name,Ownership Type,Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,,,,,,,,,,,
Starbucks,22890-225944,Baker Street Underground Station,Franchise,"Shop D, Metropolitan Line Ticket Hall, Baker Street Underground Station",London,ENG,GB,NW1 5LA,,GMT+0:00 Europe/London,-0.156863,51.523158,,"Shop D, Metropolitan Line Ticket Hall, Baker Street Underground Station NW1 5LA",,,,,,,"Shop D, Metropolitan Line Ticket Hall, Baker Street Underground Station NW1 5LA",51.523158,-0.156863
Starbucks,12164-25147,New Oxford Street,Company Owned,112 - 116 New Oxford Street,London,ENG,GB,WC1A 1HH,2076360935,GMT+0:00 Europe/London,-0.129334,51.516708,,112 - 116 New Oxford Street WC1A 1HH,,,,,,,112 - 116 New Oxford Street WC1A 1HH,51.516708,-0.129334
Starbucks,12256-40840,Lion Plaza-Old Broad Street,Company Owned,"13 - 15 Old Broad Street, Unit 4a",London,ENG,GB,EC2N 1DW,2073746134,GMT+0:00 Europe/London,-0.085228,51.514762,,"13 - 15 Old Broad Street, Unit 4a EC2N 1DW",,,,,,,"13 - 15 Old Broad Street, Unit 4a EC2N 1DW",51.514762,-0.085228
Starbucks,12230-41499,London Bridge - Hays Galleria,Company Owned,"Tooley Street, Unit 6, Hays Galleria",London,ENG,GB,SE1 2HD,2074070786,GMT+0:00 Europe/London,-0.083715,51.50619,,"Tooley Street, Unit 6, Hays Galleria SE1 2HD",,,,,,,"Tooley Street, Unit 6, Hays Galleria SE1 2HD",51.50619,-0.083715
Starbucks,12402-85701,Kensington High Street/Allen Street,Company Owned,197 Kensington High st,London,ENG,GB,W8 6BA,2079382335,GMT+0:00 Europe/London,-0.196106,51.499754,,197 Kensington High st W8 6BA,,,,,,,197 Kensington High st W8 6BA,51.499754,-0.196106
Starbucks,24136-236024,Mile End Road,Franchise,389 Mile End Road,London,ENG,GB,E3 4QS,,GMT+0:00 Europe/London,-0.035312,51.525117,,389 Mile End Road E3 4QS,,,,,,,389 Mile End Road E3 4QS,51.525117,-0.035312
Starbucks,12224-32119,Clerkenwell - Goswell Road,Company Owned,"8 Charterhouse Buildings, Goswell Road",London,ENG,GB,EC1M 7AN,2072531657,GMT+0:00 Europe/London,-0.098534,51.523098,,"8 Charterhouse Buildings, Goswell Road EC1M 7AN",,,,,,,"8 Charterhouse Buildings, Goswell Road EC1M 7AN",51.523098,-0.098534
Starbucks,47771-259784,Borehamwood - Shopping Park,Franchise,Unit 12 Tiger Borehamwood Shopping Park,London,ENG,GB,WD6 1AE,020 8953 9215,GMT+0:00 Europe/London,-0.276552,51.6556,,Unit 12 Tiger Borehamwood Shopping Park WD6 1AE,,,,,,,Unit 12 Tiger Borehamwood Shopping Park WD6 1AE,51.6556,-0.276552
Starbucks,12223-38279,South Bank - Globe,Company Owned,"New Globe Walk (Emerson Street), Unit 1-3 Benbow House",London,ENG,GB,SE1 9DS,2076339561,GMT+0:00 Europe/London,-0.096187,51.508024,,"New Globe Walk (Emerson Street), Unit 1-3 Benbow House SE1 9DS",,,,,,,"New Globe Walk (Emerson Street), Unit 1-3 Benbow House SE1 9DS",51.508024,-0.096187
Starbucks,12778-139697,Kingston - Clarence St,Company Owned,"91 Clarence St, Kingston upon Thames",London,ENG,GB,KT1 1QY,2085414836,GMT+0:00 Europe/London,-0.301737,51.410946,,"91 Clarence St, Kingston upon Thames KT1 1QY",,,,,,,"91 Clarence St, Kingston upon Thames KT1 1QY",51.410946,-0.301737
Starbucks,12625-224605,Canary Wharf - Churchill Place,Company Owned,Churchill Place,London,ENG,GB,,,GMT+0:00 Europe/London,-85.689826,43.047239,,Churchill Place ,,,,,,,Churchill Place ,43.047239,-85.689826
Starbucks,12644-102516,Charing Cross Road,Company Owned,"Charing Cross Road, Unit 1  129-133",London,ENG,GB,WC2H 0EA,2072877536,GMT+0:00 Europe/London,-0.127124,51.507188,,"Charing Cross Road, Unit 1  129-133 WC2H 0EA",,,,,,,"Charing Cross Road, Unit 1  129-133 WC2H 0EA",51.507188,-0.127124
Starbucks,12061-10545,Victoria St/Abbey Orchard St,Company Owned,27 Victoria Street,London,ENG,GB,SW1H 0EX,2072226298,GMT+0:00 Europe/London,-0.132607,51.49811,,27 Victoria Street SW1H 0EX,,,,,,,27 Victoria Street SW1H 0EX,51.49811,-0.132607
Starbucks,12326-210844,Canary Wharf - Jubilee Place,Company Owned,"Unit 11 + 12, Jubilee Place",London,ENG,GB,E14 5NY,,GMT+0:00 Europe/London,-0.017464,51.502988,,"Unit 11 + 12, Jubilee Place E14 5NY",,,,,,,"Unit 11 + 12, Jubilee Place E14 5NY",51.502988,-0.017464
Starbucks,20858-208629,Finsbury Park - Wells Terrace,Franchise,"Wells Terrace, Finsbury Park",London,ENG,GB,N4 3JU,,GMT+0:00 Europe/London,-0.107716,51.565314,,"Wells Terrace, Finsbury Park N4 3JU",,,,,,,"Wells Terrace, Finsbury Park N4 3JU",51.565314,-0.107716
Starbucks,12323-68884,Clapham - Old Town,Company Owned,"40-42 Old Town, Unit 1,",London,ENG,GB,SW4 0LB,2076270641,GMT+0:00 Europe/London,-0.141892,51.463826,,"40-42 Old Town, Unit 1, SW4 0LB",,,,,,,"40-42 Old Town, Unit 1, SW4 0LB",51.463826,-0.141892
Starbucks,12295-62259,South Bank - Hopton Street,Company Owned,"54 Hopton Street, Falcon Point, Lynton House",London,ENG,GB,SE1 9JH,2076339821,GMT+0:00 Europe/London,-0.102163,51.508262,,"54 Hopton Street, Falcon Point, Lynton House SE1 9JH",,,,,,,"54 Hopton Street, Falcon Point, Lynton House SE1 9JH",51.508262,-0.102163
Starbucks,12968-140731,"Lynton House, Tavistock Square",Company Owned,"Travistock Square, Selfridges",London,ENG,GB,WC1H 9LT,2073830078,GMT+0:00 Europe/London,-0.128487,51.525267,,"Travistock Square, Selfridges WC1H 9LT",,,,,,,"Travistock Square, Selfridges WC1H 9LT",51.525267,-0.128487
Starbucks,12364-77460,Oxford Street - Selfridges,Company Owned,400 oxford street,London,ENG,GB,W1A 1AB,2074919463,GMT+0:00 Europe/London,-0.153098,51.51458,,400 oxford street W1A 1AB,,,,,,,400 oxford street W1A 1AB,51.51458,-0.153098
Starbucks,1304-143865,Conduit Street,Company Owned,2/3 Conduit Street,London,ENG,GB,W1S 2BX,2074939754,GMT+0:00 Europe/London,-0.14118,51.513023,,2/3 Conduit Street W1S 2BX,,,,,,,2/3 Conduit Street W1S 2BX,51.513023,-0.14118
Starbucks,12397-85693,Chiswick - High Road/Fisher's Lane,Company Owned,280 Chiswick high road,London,ENG,GB,W4 1PD,2089941598,GMT+0:00 Europe/London,-0.259699,51.492672,,280 Chiswick high road W4 1PD,,,,,,,280 Chiswick high road W4 1PD,51.492672,-0.259699
Starbucks,12101-11903,Covent Garden - Russell St,Company Owned,10 Russell Street,London,ENG,GB,WC2B 5HZ,2078366231,GMT+0:00 Europe/London,-0.121623,51.512306,,10 Russell Street WC2B 5HZ,,,,,,,10 Russell Street WC2B 5HZ,51.512306,-0.121623
Starbucks,47901-260029,London Bridge-Shard Arcade,Company Owned,"Unit 5, The Shard Arcade, The Place, London Bridge, Colney Fields Shopping Centre",London,ENG,GB,SE1 9SG,2074077364,GMT+0:00 Europe/London,-0.087645,51.505029,,"Unit 5, The Shard Arcade, The Place, London Bridge, Colney Fields Shopping Centre SE1 9SG",,,,,,,"Unit 5, The Shard Arcade, The Place, London Bridge, Colney Fields Shopping Centre SE1 9SG",51.505029,-0.087645
